phase,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,-1.1564017234842403,-0.46604164732179526,-1.9873615225072736,-0.360799753140064,0.520756007840355,1.7118842617615635,1.4809070887241882,1.3716694860469225,0.21706971974180217,-0.3489757067986619
0,-0.14983328582459454,-0.30064202251038125,-1.3951109759520839,-2.1147132352435345,-1.1889704791541948,-1.009865013762108,-0.7497143165998842,-0.053509864988433506,,-0.19884176341752252
0,0.2089108270809072,-1.3289725571371953,,0.10229213747254415,0.7555039950357242,0.955439259667241,1.3269939430292785,0.7842319646274349,0.4788984875462419,0.6299028833119588
0,-3.9241468217668096,-2.213661537156744,-0.5247552532322504,-0.5847538936557249,-0.6956665673866392,-1.2199563712098258,-1.6166001251476494,-1.4831444131146456,-0.13946802364495275,-0.4558480225705423
0,-0.7866166736112165,0.15531520932165405,-0.6060948107601272,-0.9378138396590282,-0.6261211414073665,-0.803230593361299,-0.8608995534428368,-1.0189035425035216,-0.9537351777814744,-0.07741252947777807
0,-0.5816293187684795,1.264058081705292,0.15194330933451752,0.17339105670261357,-0.844052195481343,-0.8173527406592217,-0.07695933587253115,-1.392049075759967,-1.3738773362365455,-1.3926029659500794
0,2.072521285232146,,1.1559646930621867,0.9361620633536469,1.1219956530433488,0.45975068098770955,0.42759145810867866,1.2727051302100802,1.2836763712631698,1.3966949926224483
0,-0.21447682310587013,2.780838873765584,1.1531462048138374,1.3706018884737843,1.2130559911774363,0.6874626259767818,0.642429892870054,1.066301692152122,0.7867819664024887,1.0097167429436082
0,-1.7242635180260224,-0.22193461801131725,-0.5713331923966696,,0.9396156473159112,0.21900774620406094,0.16826578209226933,-0.15077549915854385,-0.4634519016902877,-0.543209409252429
0,-1.3133518544198546,-0.12575632173745527,-1.1125569929077153,-0.28934867322907754,0.10784958421531701,0.2959312861487798,-0.02138624334522089,0.5423354122442815,-0.9626014901290103,-2.065593444021056
0,1.983556393435394,1.3162808179099585,-1.1526927712379351,-0.13266078148887722,-0.31569202043163935,-0.32379053906869765,-0.9042743992807287,0.2255457860448686,-1.0435556817337424,-0.9507289229728297
0,-0.7754718682374098,-0.6538518376618613,1.2334398771555186,-0.23233064309160018,,-0.46831434861519466,-0.5690114680347137,-0.5338138626759169,-1.5474199330224656,-0.872609846397494
0,,1.6513910802885963,0.0812600187164259,-0.5952037659161276,-0.13250783760710005,0.8261883680207777,-0.18608838077713155,0.43849412347853706,1.3140873706421317,1.4373957222791736
0,,-0.351914845677472,-0.024073284924733842,0.29430653890273156,2.0763883112914043,0.9273141956716605,2.753145583091049,0.935541683564203,0.09166504744074855,0.1049512383054217
0,-3.2005892601187913,2.3897158406888077,0.024974096900458865,0.1689427102979226,0.5027942465200316,-0.18071191432753103,-0.006736693969059216,0.03706297955419465,-0.8293152136133122,-0.9219194707112378
0,,1.8646164700407146,1.0308127192287024,1.7794971246874844,0.5825677684101508,0.43022225769594463,-0.5844375075465474,-0.5734975999432402,-0.3881161398820985,0.5973488117447946
0,,-2.0786986604292146,1.6467874103237792,0.2835415518684745,0.5879418142361619,1.4944379375110826,1.8063813240652888,1.425693195646823,1.27589938876028,1.3426244667114438
0,,0.5346658169891434,,0.6408488677279642,1.0899075050032223,1.0725277191966365,0.1296325811862169,-1.2931531143114254,-1.303361413935621,-0.7367721153104405
0,-1.7874773012503253,-0.2335278674545072,,-1.0193062346496826,-0.755913003179342,-1.2606062241622125,-1.3430244989758007,-1.4392049592454885,0.880165841511957,0.20207755765933486
0,-2.799784837712477,,-2.908603671653562,-1.8855009603585924,-1.0224925899244888,-0.16926931708315548,-0.17604106923927346,-0.30717527894326146,-0.554206656961156,-0.6569869574115684
0,1.4149373007460186,0.015322672674749878,-2.5271221352633417,-0.3763887201577704,-0.198463425850951,-0.05152062531257463,-0.8650809778405888,-0.7119516722286093,-0.7763890813437102,-1.9114899997435342
0,-2.969313644536137,-1.2920315753162233,-0.3571890570185014,0.7400005713500082,0.2579150950168185,0.564229395486188,0.2540048017314803,-0.125682950968818,-0.21063775160510956,0.8380142011134967
0,0.6803224040263877,-0.6688262980042662,1.1027361512275136,0.29982954442988374,-0.20263579072532903,0.8819161014969742,0.3600307771816791,-1.3208185993113597,-0.9468700314170891,
